scaf	base	count
NC_042285.1	4510000	2
NC_042285.1	4520000	8
NC_042285.1	4530000	1
NC_042285.1	4550000	2
NC_042285.1	4560000	3
NC_042285.1	4570000	2
NC_042285.1	4580000	1
NC_042285.1	4590000	5
NC_042285.1	4600000	4
NC_042285.1	4630000	2
NC_042285.1	4660000	1
NC_042285.1	4670000	7
NC_042285.1	4680000	3
NC_042285.1	4730000	1
NC_042285.1	4750000	2
NC_042285.1	4760000	5
NC_042285.1	4770000	4
NC_042285.1	4780000	2
NC_042285.1	4790000	3
NC_042285.1	4810000	1
NC_042285.1	4820000	1
NC_042285.1	4840000	2
NC_042285.1	4860000	1
NC_042285.1	4870000	1
NC_042285.1	4880000	2
NC_042285.1	4920000	2
NC_042285.1	4930000	1
NC_042285.1	4940000	7
NC_042285.1	4950000	4
NC_042285.1	5020000	3
NC_042285.1	5040000	2
NC_042285.1	5050000	2
NC_042285.1	5070000	1
NC_042285.1	5080000	2
NC_042285.1	5090000	4
NC_042285.1	5120000	2
NC_042285.1	5130000	1
NC_042285.1	5140000	1
NC_042285.1	5150000	6
NC_042285.1	5160000	2
NC_042285.1	5170000	4
NC_042285.1	5180000	3
NC_042285.1	5190000	4
NC_042285.1	5210000	7
NC_042285.1	5220000	3
NC_042285.1	5230000	4
NC_042285.1	5240000	1
NC_042285.1	5260000	2
NC_042285.1	5290000	3
NC_042285.1	5300000	2
NC_042285.1	5310000	3
NC_042285.1	5340000	2
NC_042285.1	5380000	1
NC_042285.1	5400000	2
NC_042285.1	5410000	2
NC_042285.1	5420000	3
NC_042285.1	5430000	1
NC_042285.1	5440000	1
NC_042285.1	5450000	1
NC_042285.1	5460000	1
NC_042285.1	5470000	1
NC_042285.1	5480000	1
NC_042285.1	5490000	4
NC_042285.1	5500000	2
NC_042285.1	5510000	5
NC_042285.1	5520000	2
NC_042285.1	5530000	5
NC_042285.1	5540000	3
NC_042285.1	5560000	2
NC_042285.1	5580000	2
NC_042285.1	5620000	3
NC_042285.1	5630000	2
NC_042285.1	5640000	1
NC_042285.1	5650000	2
NC_042285.1	5660000	4
NC_042285.1	5670000	3
NC_042285.1	5680000	4
NC_042285.1	5720000	3
NC_042285.1	5740000	1
NC_042285.1	5880000	1
NC_042285.1	5890000	1
NC_042285.1	5900000	12
NC_042285.1	5910000	4
NC_042285.1	5920000	5
NC_042285.1	5930000	5
NC_042285.1	5940000	12
NC_042285.1	5950000	1
NC_042285.1	5980000	3
NC_042285.1	5990000	2
NC_042285.1	6100000	1
NC_042285.1	6110000	1
NC_042285.1	6130000	1
NC_042285.1	6140000	1
NC_042285.1	6270000	1
NC_042285.1	6940000	1
NC_042285.1	7060000	1
NC_042285.1	7120000	1
NC_042285.1	7660000	1
NC_042285.1	7890000	1
NC_042285.1	8030000	1
NC_042285.1	8040000	1
NC_042285.1	8600000	3
NC_042285.1	8690000	1
NC_042285.1	8780000	1
NC_042285.1	8950000	1
NC_042285.1	9060000	1
NC_042285.1	9070000	1
NC_042285.1	9110000	6
NC_042285.1	9130000	1
NC_042285.1	9140000	7
NC_042285.1	9150000	2
NC_042285.1	9160000	3
NC_042285.1	9180000	1
NC_042285.1	9190000	8
NC_042285.1	9200000	1
NC_042285.1	9210000	1
NC_042285.1	9220000	3
NC_042285.1	9240000	1
NC_042285.1	9250000	1
NC_042285.1	9270000	10
NC_042285.1	9280000	2
NC_042285.1	9300000	3
NC_042285.1	9310000	3
NC_042285.1	9320000	1
NC_042285.1	9330000	1
NC_042285.1	9340000	1
NC_042285.1	9420000	2
NC_042285.1	9430000	1
NC_042285.1	9440000	1
NC_042285.1	9450000	4
NC_042285.1	9460000	8
NC_042285.1	9470000	3
NC_042285.1	9480000	2
NC_042285.1	9490000	13
NC_042285.1	9500000	3
NC_042285.1	9510000	13
NC_042285.1	9520000	9
NC_042285.1	9530000	2
NC_042285.1	9540000	14
NC_042285.1	9550000	20
NC_042285.1	9560000	9
NC_042285.1	9580000	1
NC_042285.1	9590000	4
NC_042285.1	9600000	13
NC_042285.1	9610000	2
NC_042285.1	9620000	4
NC_042285.1	9630000	8
NC_042285.1	9640000	11
NC_042285.1	9650000	2
NC_042285.1	9660000	12
NC_042285.1	9670000	7
NC_042285.1	9680000	1
NC_042285.1	9690000	6
NC_042285.1	9710000	5
NC_042285.1	9720000	1
NC_042285.1	9740000	1
NC_042285.1	9760000	1
NC_042285.1	9770000	13
NC_042285.1	9780000	2
NC_042285.1	9790000	3
NC_042285.1	9810000	4
NC_042285.1	9820000	3
NC_042285.1	9830000	3
NC_042285.1	9840000	3
NC_042285.1	9850000	3
NC_042285.1	9860000	2
NC_042285.1	9870000	1
NC_042285.1	9880000	1
NC_042285.1	9920000	1
NC_042285.1	9930000	3
NC_042285.1	9940000	5
NC_042285.1	9950000	1
NC_042285.1	9960000	3
NC_042285.1	9970000	5
NC_042285.1	9990000	1
NC_042285.1	10000000	2
NC_042285.1	10010000	2
NC_042285.1	10020000	3
NC_042285.1	10030000	1
NC_042285.1	10040000	4
NC_042285.1	10050000	3
NC_042285.1	10060000	5
NC_042285.1	10070000	8
NC_042285.1	10080000	8
NC_042285.1	10090000	9
NC_042285.1	10100000	3
NC_042285.1	10120000	1
NC_042285.1	10130000	3
NC_042285.1	10140000	3
NC_042285.1	10150000	12
NC_042285.1	10160000	3
NC_042285.1	10170000	3
NC_042285.1	10180000	2
NC_042285.1	10190000	2
NC_042285.1	10200000	3
NC_042285.1	10210000	2
NC_042285.1	10220000	3
NC_042285.1	10230000	3
NC_042285.1	10240000	7
NC_042285.1	10250000	9
NC_042285.1	10260000	3
NC_042285.1	10280000	3
NC_042285.1	10290000	2
NC_042285.1	10300000	1
NC_042285.1	10320000	2
NC_042285.1	10330000	5
NC_042285.1	10350000	2
NC_042285.1	10360000	1
NC_042285.1	10370000	4
NC_042285.1	10380000	1
NC_042285.1	10400000	5
NC_042285.1	10410000	1
NC_042285.1	10430000	1
NC_042285.1	10450000	1
NC_042285.1	10480000	2
NC_042285.1	10490000	2
NC_042285.1	10500000	2
NC_042285.1	10520000	2
NC_042285.1	10530000	6
NC_042285.1	10570000	1
NC_042285.1	10590000	3
NC_042285.1	10600000	1
NC_042285.1	10610000	3
NC_042285.1	10620000	1
NC_042285.1	10630000	1
NC_042285.1	10670000	2
NC_042285.1	10680000	1
NC_042285.1	10690000	1
NC_042285.1	10720000	1
NC_042285.1	10730000	1
NC_042285.1	10740000	1
NC_042285.1	10750000	1
NC_042285.1	10760000	5
NC_042285.1	10770000	6
NC_042285.1	10780000	2
NC_042285.1	10790000	3
NC_042285.1	10800000	1
NC_042285.1	10820000	1
NC_042285.1	10850000	1
NC_042285.1	10860000	1
NC_042285.1	10880000	1
NC_042285.1	10930000	2
NC_042285.1	10940000	1
NC_042285.1	10990000	1
NC_042285.1	11000000	1
NC_042285.1	11020000	2
NC_042285.1	11050000	1
NC_042285.1	11080000	1
NC_042285.1	11120000	1
NC_042285.1	11160000	2
NC_042285.1	11180000	2
NC_042285.1	11210000	1
NC_042285.1	11220000	2
NC_042285.1	11240000	1
NC_042285.1	11260000	1
NC_042285.1	11280000	2
NC_042285.1	11300000	4
NC_042285.1	11310000	3
NC_042285.1	11340000	1
NC_042285.1	11350000	3
NC_042285.1	11370000	3
NC_042285.1	11380000	1
NC_042285.1	11470000	1
NC_042285.1	11500000	1
NC_042285.1	11510000	1
NC_042285.1	11520000	3
NC_042285.1	11560000	1
NC_042285.1	11570000	2
NC_042285.1	11590000	2
NC_042285.1	11630000	1
NC_042285.1	11640000	3
NC_042285.1	11660000	2
NC_042285.1	11690000	1
NC_042285.1	11700000	2
NC_042285.1	11710000	2
NC_042285.1	11720000	2
NC_042285.1	11730000	4
NC_042285.1	11740000	3
NC_042285.1	11750000	1
NC_042285.1	11760000	1
NC_042285.1	11780000	2
NC_042285.1	11800000	2
NC_042285.1	11810000	1
NC_042285.1	11820000	1
NC_042285.1	11830000	3
NC_042285.1	11900000	4
NC_042285.1	11910000	1
NC_042285.1	11920000	4
NC_042285.1	11960000	1
NC_042285.1	11970000	2
NC_042285.1	11990000	4
NC_042285.1	12020000	2
NC_042285.1	12060000	1
NC_042285.1	12070000	1
NC_042285.1	12080000	3
NC_042285.1	12100000	2
NC_042285.1	12110000	8
NC_042285.1	12130000	1
NC_042285.1	12160000	2
NC_042285.1	12170000	1
NC_042285.1	12180000	1
NC_042285.1	12190000	2
NC_042285.1	12200000	2
NC_042285.1	12210000	3
NC_042285.1	12240000	1
NC_042285.1	12250000	3
NC_042285.1	12330000	1
NC_042285.1	12340000	2
NC_042285.1	12360000	2
NC_042285.1	12370000	2
NC_042285.1	12380000	4
NC_042285.1	12390000	1
NC_042285.1	12510000	1
NC_042285.1	12520000	1
NC_042285.1	12530000	3
NC_042285.1	12540000	4
NC_042285.1	12560000	1
NC_042285.1	12570000	2
NC_042285.1	12590000	2
NC_042285.1	12600000	6
NC_042285.1	12610000	1
NC_042285.1	12630000	1
NC_042285.1	12680000	2
NC_042285.1	12690000	4
NC_042285.1	12740000	2
NC_042285.1	13060000	1
NC_042285.1	13110000	1
NC_042285.1	13120000	4
NC_042285.1	13130000	1
NC_042285.1	13140000	1
NC_042285.1	13160000	3
NC_042285.1	13180000	3
NC_042285.1	13190000	1
NC_042285.1	13200000	1
NC_042285.1	13210000	1
NC_042285.1	13280000	1
NC_042285.1	13290000	3
NC_042285.1	13300000	5
NC_042285.1	13310000	4
NC_042285.1	13320000	1
NC_042285.1	13330000	9
NC_042285.1	13340000	6
NC_042285.1	13350000	3
NC_042285.1	13360000	1
NC_042285.1	13380000	1
NC_042285.1	13400000	2
NC_042285.1	13410000	6
NC_042285.1	13450000	1
NC_042285.1	13470000	2
NC_042285.1	13480000	6
NC_042285.1	13490000	1
NC_042285.1	13500000	1
NC_042285.1	13540000	4
NC_042285.1	13550000	2
NC_042285.1	13560000	2
NC_042285.1	13570000	2
NC_042285.1	13590000	3
NC_042285.1	13600000	1
NC_042285.1	13610000	1
NC_042285.1	13640000	4
NC_042285.1	13650000	1
NC_042285.1	13660000	2
NC_042285.1	13710000	2
NC_042285.1	13720000	3
NC_042285.1	13740000	3
NC_042285.1	13750000	2
NC_042285.1	13760000	5
NC_042285.1	13770000	9
NC_042285.1	13780000	3
NC_042285.1	13790000	7
NC_042285.1	13800000	15
NC_042285.1	13810000	4
NC_042285.1	13820000	2
NC_042285.1	13830000	2
NC_042285.1	13840000	2
NC_042285.1	13860000	3
NC_042285.1	13870000	5
NC_042285.1	13880000	4
NC_042285.1	13890000	3
NC_042285.1	13900000	3
NC_042285.1	13910000	9
NC_042285.1	13920000	5
NC_042285.1	13930000	2
NC_042285.1	13960000	2
NC_042285.1	13970000	1
NC_042285.1	13980000	1
NC_042285.1	14010000	1
NC_042285.1	14020000	2
NC_042285.1	14030000	3
NC_042285.1	14040000	1
NC_042285.1	14050000	2
NC_042285.1	14060000	6
NC_042285.1	14070000	6
NC_042285.1	14090000	1
NC_042285.1	14120000	2
NC_042285.1	14130000	3
NC_042285.1	14140000	5
NC_042285.1	14150000	1
NC_042285.1	14170000	3
NC_042285.1	14180000	2
NC_042285.1	14190000	2
NC_042285.1	14200000	1
NC_042285.1	14210000	2
NC_042285.1	14230000	1
NC_042285.1	14240000	1
NC_042285.1	14290000	1
NC_042285.1	14300000	3
NC_042285.1	14320000	1
NC_042285.1	14360000	2
NC_042285.1	14370000	1
NC_042285.1	14380000	3
NC_042285.1	14390000	1
NC_042285.1	14400000	1
NC_042285.1	14410000	5
NC_042285.1	14420000	2
NC_042285.1	14440000	1
NC_042285.1	14460000	2
NC_042285.1	14470000	4
NC_042285.1	14490000	3
NC_042285.1	14510000	1
NC_042285.1	14520000	5
NC_042285.1	14560000	1
NC_042285.1	14570000	3
NC_042285.1	14610000	1
NC_042285.1	14620000	1
NC_042285.1	14630000	2
NC_042285.1	14640000	3
NC_042285.1	14650000	2
NC_042285.1	14660000	1
NC_042285.1	14680000	1
NC_042285.1	14690000	1
NC_042285.1	14700000	2
NC_042285.1	14710000	1
NC_042285.1	14720000	3
NC_042285.1	14740000	1
NC_042285.1	14750000	1
NC_042285.1	14760000	7
NC_042285.1	14770000	1
NC_042285.1	14800000	1
NC_042285.1	14810000	3
NC_042285.1	14830000	1
NC_042285.1	14840000	1
NC_042285.1	14850000	1
NC_042285.1	14860000	1
NC_042285.1	14870000	1
NC_042285.1	14880000	2
NC_042285.1	14890000	2
NC_042285.1	14900000	2
NC_042285.1	14920000	5
NC_042285.1	14940000	2
NC_042285.1	14950000	2
NC_042285.1	14960000	1
NC_042285.1	14970000	1
NC_042285.1	14980000	3
NC_042285.1	14990000	2
NC_042285.1	15000000	2
NC_042285.1	15010000	5
NC_042285.1	15020000	3
NC_042285.1	15030000	1
NC_042285.1	15040000	1
NC_042285.1	15070000	1
NC_042285.1	15080000	3
NC_042285.1	15090000	1
NC_042285.1	15100000	1
NC_042285.1	15120000	2
NC_042285.1	15130000	2
NC_042285.1	15140000	1
NC_042285.1	15150000	1
NC_042285.1	15160000	1
NC_042285.1	15180000	1
NC_042285.1	15190000	3
NC_042285.1	15200000	3
NC_042285.1	15210000	2
NC_042285.1	15220000	2
NC_042285.1	15230000	2
NC_042285.1	15240000	6
NC_042285.1	15250000	2
NC_042285.1	15260000	1
NC_042285.1	15270000	1
NC_042285.1	15280000	3
NC_042285.1	15290000	7
NC_042285.1	15300000	3
NC_042285.1	15320000	1
NC_042285.1	15330000	1
NC_042285.1	15340000	2
NC_042285.1	15380000	2
NC_042285.1	15400000	1
NC_042285.1	15460000	1
NC_042285.1	15470000	3
NC_042285.1	15480000	2
NC_042285.1	15490000	1
NC_042285.1	15520000	3
NC_042285.1	15530000	1
NC_042285.1	15540000	3
NC_042285.1	15550000	2
NC_042285.1	15590000	3
NC_042285.1	15600000	1
NC_042285.1	15610000	1
NC_042285.1	15620000	6
NC_042285.1	15630000	3
NC_042285.1	15640000	1
NC_042285.1	15650000	1
NC_042285.1	15670000	2
NC_042285.1	15680000	1
NC_042285.1	15750000	2
NC_042285.1	15770000	1
NC_042285.1	15780000	2
NC_042285.1	15790000	2
NC_042285.1	15800000	1
NC_042285.1	15840000	2
NC_042285.1	15850000	2
NC_042285.1	15860000	9
NC_042285.1	15880000	3
NC_042285.1	15900000	3
NC_042285.1	15910000	1
NC_042285.1	15920000	3
NC_042285.1	15940000	2
NC_042285.1	15950000	5
NC_042285.1	15960000	2
NC_042285.1	15990000	5
NC_042285.1	16000000	6
NC_042285.1	16010000	7
NC_042285.1	16020000	4
NC_042285.1	16030000	3
NC_042285.1	16040000	1
NC_042285.1	16050000	2
NC_042285.1	16060000	1
NC_042285.1	16070000	1
NC_042285.1	16080000	1
NC_042285.1	16090000	3
NC_042285.1	16130000	2
NC_042285.1	16140000	2
NC_042285.1	16150000	1
NC_042285.1	16160000	1
NC_042285.1	16180000	1
NC_042285.1	16220000	3
NC_042285.1	16230000	1
NC_042285.1	16240000	1
NC_042285.1	16250000	1
NC_042285.1	16270000	1
NC_042285.1	16280000	1
NC_042285.1	16290000	1
NC_042285.1	16350000	1
NC_042285.1	16360000	2
NC_042285.1	16370000	2
NC_042285.1	16380000	3
NC_042285.1	16410000	1
NC_042285.1	16440000	1
NC_042285.1	16450000	5
NC_042285.1	16490000	2
NC_042285.1	16500000	5
NC_042285.1	16580000	1
NC_042285.1	16600000	2
NC_042285.1	16670000	2
NC_042285.1	16680000	2
NC_042285.1	16690000	5
NC_042285.1	16710000	2
NC_042285.1	16810000	3
NC_042285.1	16820000	4
NC_042285.1	16830000	4
NC_042285.1	16840000	3
NC_042285.1	16850000	1
NC_042285.1	16870000	3
NC_042285.1	16910000	5
NC_042285.1	16940000	1
NC_042285.1	16950000	1
NC_042285.1	17000000	2
NC_042285.1	17070000	1
NC_042285.1	17100000	9
NC_042285.1	17110000	5
NC_042285.1	17120000	1
NC_042285.1	17130000	1
NC_042285.1	17150000	1
NC_042285.1	17170000	2
NC_042285.1	17180000	1
NC_042285.1	17300000	4
NC_042285.1	17330000	2
NC_042285.1	17340000	2
NC_042285.1	17350000	1
NC_042285.1	17420000	1
NC_042285.1	17460000	2
NC_042285.1	17510000	1
NC_042285.1	17550000	1
NC_042285.1	17710000	7
NC_042285.1	17720000	2
NC_042285.1	17820000	2
NC_042285.1	17860000	1
NC_042285.1	17870000	1
NC_042285.1	17880000	2
NC_042285.1	17890000	1
NC_042285.1	17950000	1
NC_042285.1	17960000	1
NC_042285.1	17970000	1
NC_042285.1	17980000	2
NC_042285.1	17990000	2
NC_042285.1	18030000	1
NC_042285.1	18060000	1
NC_042285.1	18070000	1
NC_042285.1	18090000	1
NC_042285.1	18100000	1
NC_042285.1	18160000	1
NC_042285.1	18230000	2
NC_042285.1	18240000	1
NC_042285.1	18400000	1
NC_042285.1	18450000	1
NC_042285.1	18460000	1
NC_042285.1	18470000	2
NC_042285.1	18490000	1
NC_042285.1	18550000	1
NC_042285.1	18570000	1
NC_042285.1	18590000	1
NC_042285.1	18710000	2
NC_042285.1	18750000	1
NC_042285.1	18760000	1
NC_042285.1	18840000	2
NC_042285.1	18870000	1
NC_042285.1	18890000	2
NC_042285.1	18900000	1
NC_042285.1	18910000	3
NC_042285.1	18920000	1
NC_042285.1	18970000	1
NC_042285.1	18980000	2
NC_042285.1	19060000	2
NC_042285.1	19070000	1
NC_042285.1	19080000	1
NC_042285.1	19090000	2
NC_042285.1	19110000	1
NC_042285.1	19130000	1
NC_042285.1	19160000	1
NC_042285.1	19300000	1
NC_042285.1	19310000	2
NC_042285.1	19330000	1
NC_042285.1	19340000	1
NC_042285.1	19350000	5
NC_042285.1	19370000	2
NC_042285.1	19400000	3
NC_042285.1	19470000	1
NC_042285.1	19480000	1
NC_042285.1	19490000	1
NC_042285.1	19520000	2
NC_042285.1	19560000	1
NC_042285.1	19590000	1
NC_042285.1	19600000	1
NC_042285.1	19610000	1
NC_042285.1	19650000	1
NC_042285.1	19680000	1
NC_042285.1	19700000	1
NC_042285.1	19710000	7
NC_042285.1	19720000	5
NC_042285.1	19740000	1
NC_042285.1	19750000	2
NC_042285.1	19770000	1
NC_042285.1	19780000	1
NC_042285.1	19810000	1
NC_042285.1	19980000	2
NC_042285.1	19990000	1
NC_042285.1	20020000	1
NC_042285.1	20060000	6
NC_042285.1	20090000	1
NC_042285.1	20130000	4
NC_042285.1	20140000	2
NC_042285.1	20150000	4
NC_042285.1	20230000	1
NC_042285.1	20260000	3
NC_042285.1	20280000	3
NC_042285.1	20290000	1
NC_042285.1	20320000	1
NC_042285.1	20350000	1
NC_042285.1	20360000	3
NC_042285.1	20410000	2
NC_042285.1	20440000	1
NC_042285.1	20470000	1
NC_042285.1	20510000	1
NC_042285.1	20530000	3
NC_042285.1	20560000	1
NC_042285.1	20570000	2
NC_042285.1	20590000	1
NC_042285.1	20610000	1
NC_042285.1	20620000	4
NC_042285.1	20630000	1
NC_042285.1	20650000	1
NC_042285.1	20710000	1
NC_042285.1	20740000	1
NC_042285.1	20760000	1
NC_042285.1	20770000	1
NC_042285.1	20820000	1
NC_042285.1	20860000	1
NC_042285.1	20870000	1
NC_042285.1	20940000	1
NC_042285.1	20950000	1
NC_042285.1	20960000	1
NC_042285.1	21050000	1
NC_042285.1	21090000	2
NC_042285.1	21200000	1
NC_042285.1	21210000	3
NC_042285.1	21360000	2
NC_042285.1	21390000	1
NC_042285.1	21410000	2
NC_042285.1	21530000	3
NC_042285.1	21540000	2
NC_042285.1	21560000	1
NC_042285.1	21590000	1
NC_042285.1	21600000	1
NC_042285.1	21620000	4
NC_042285.1	21640000	1
NC_042285.1	21700000	1
NC_042285.1	21710000	1
NC_042285.1	21730000	5
NC_042285.1	21740000	1
NC_042285.1	21760000	1
NC_042285.1	21790000	1
NC_042285.1	21810000	1
NC_042285.1	21850000	1
NC_042285.1	21890000	1
NC_042285.1	21980000	1
NC_042285.1	21990000	1
NC_042285.1	22090000	1
NC_042285.1	22140000	1
NC_042285.1	22160000	1
NC_042285.1	22170000	1
NC_042285.1	22260000	1
NC_042285.1	22330000	1
NC_042285.1	22340000	1
NC_042285.1	22350000	4
NC_042285.1	22360000	6
NC_042285.1	22440000	2
NC_042285.1	22600000	1
NC_042285.1	22840000	1
NC_042285.1	22860000	1
NC_042285.1	22880000	1
NC_042285.1	22970000	1
NC_042285.1	23010000	1
NC_042285.1	23100000	1
NC_042285.1	23110000	1
NC_042285.1	23310000	1
NC_042285.1	23340000	1
NC_042285.1	23520000	1
NC_042285.1	23560000	1
NC_042285.1	23710000	2
NC_042285.1	23730000	1
NC_042285.1	23750000	1
NC_042285.1	23790000	2
NC_042285.1	23800000	1
NC_042285.1	23830000	3
NC_042285.1	23840000	1
NC_042285.1	23850000	1
NC_042285.1	23870000	1
NC_042285.1	23910000	2
NC_042285.1	23930000	1
NC_042285.1	23940000	1
NC_042285.1	23960000	2
NC_042285.1	23970000	1
NC_042285.1	23980000	1
NC_042285.1	23990000	1
NC_042285.1	24050000	1
NC_042285.1	24140000	1
NC_042285.1	24190000	2
NC_042285.1	24220000	4
NC_042285.1	24230000	1
NC_042285.1	24270000	1
NC_042285.1	24280000	2
NC_042285.1	24300000	1
NC_042285.1	24340000	1
NC_042285.1	24350000	2
NC_042285.1	24360000	7
NC_042285.1	24400000	1
NC_042285.1	24410000	1
NC_042285.1	24420000	4
NC_042285.1	24430000	1
NC_042285.1	24450000	2
NC_042285.1	24460000	2
NC_042285.1	24520000	1
NC_042285.1	24550000	2
NC_042285.1	24570000	1
