scaf	base	mean_MvF_dif	Pvalue
NC_042285.1	2560000	0.24615384615384617	0.06393606393606394
NC_042285.1	2570000	0.21593406593406606	0.10789210789210789
NC_042285.1	2580000	0.06758241758241779	0.28771228771228774
NC_042285.1	2590000	0.12692307692307692	0.27472527472527475
NC_042285.1	2600000	-0.2543956043956044	0.012987012987012988
NC_042285.1	2610000	-0.15659340659340648	0.0969030969030969
NC_042285.1	2620000	-0.09670329670329636	0.3306693306693307
NC_042285.1	2630000	-0.10329670329670293	0.32867132867132864
NC_042285.1	2640000	-0.273076923076923	0.008991008991008992
NC_042285.1	2650000	0.22142857142857153	0.12087912087912088
NC_042285.1	2660000	-0.07912087912087884	0.2727272727272727
NC_042285.1	2670000	-0.20879120879120894	0.06393606393606394
NC_042285.1	2680000	-0.09230769230769242	0.2547452547452547
NC_042285.1	2690000	-0.14175824175824214	0.21178821178821178
NC_042285.1	2700000	-1.0906593406593408	0.006993006993006993
NC_042285.1	2710000	-0.24395604395604398	0.13086913086913088
NC_042285.1	2720000	-0.21483516483516496	0.07892107892107893
NC_042285.1	2730000	-0.3510989010989012	0.04095904095904096
NC_042285.1	2740000	0.20054945054945073	0.1888111888111888
NC_042285.1	2750000	-0.4598901098901096	0.014985014985014986
NC_042285.1	2760000	-0.38736263736263776	0.022977022977022976
NC_042285.1	2770000	-0.365384615384615	0.04095904095904096
NC_042285.1	2780000	-0.12857142857142856	0.27172827172827174
NC_042285.1	2790000	-0.10054945054945064	0.2897102897102897
NC_042285.1	2800000	-0.4521978021978019	0.011988011988011988
NC_042285.1	2810000	0.06648351648351669	0.31368631368631367
NC_042285.1	2820000	-0.045054945054944895	0.3906093906093906
NC_042285.1	2830000	-0.04725274725274753	0.34065934065934067
NC_042285.1	2840000	0.028021978021978144	0.4145854145854146
NC_042285.1	2850000	0.15494505494505484	0.14185814185814186
NC_042285.1	2860000	-0.07252747252747227	0.25274725274725274
NC_042285.1	2870000	-0.021428571428571352	0.42857142857142855
NC_042285.1	2880000	0.017032967032966972	0.44955044955044954
NC_042285.1	2890000	-0.05989010989010968	0.37162837162837165
NC_042285.1	2900000	0.003296703296703285	0.4915084915084915
NC_042285.1	2910000	-0.04670329670329654	0.32367632367632365
NC_042285.1	2920000	-0.10109890109890118	0.36563436563436563
NC_042285.1	2930000	-0.13076923076923075	0.36363636363636365
NC_042285.1	2940000	0.047802197802197854	0.3046953046953047
NC_042285.1	2950000	-0.04725274725274731	0.24775224775224775
NC_042285.1	2960000	-0.23131868131868139	0.2517482517482518
NC_042285.1	2970000	-0.5214285714285714	0.05194805194805195
NC_042285.1	2980000	-0.3016483516483518	0.026973026973026972
NC_042285.1	2990000	0	1
NC_042285.1	3000000	-0.06813186813186817	0.024975024975024976
NC_042285.1	3010000	-0.3291208791208793	0.11588411588411589
NC_042285.1	3020000	-0.2142857142857144	0.12387612387612387
NC_042285.1	3030000	-0.10439560439560447	0.22477522477522477
NC_042285.1	3040000	0.09945054945054954	0.2977022977022977
NC_042285.1	3050000	-0.1862637362637365	0.26973026973026976
NC_042285.1	3060000	-0.6703296703296702	9.99000999000999e-4
NC_042285.1	3070000	-0.10000000000000009	0.1958041958041958
NC_042285.1	3080000	-0.10549450549450556	0.2727272727272727
NC_042285.1	3090000	-0.1208791208791209	0.15784215784215785
NC_042285.1	3100000	-0.15000000000000036	0.0999000999000999
NC_042285.1	3110000	0.06813186813186833	0.2967032967032967
NC_042285.1	3120000	-0.1983516483516481	0.13686313686313686
NC_042285.1	3130000	-0.1302197802197802	0.18581418581418582
NC_042285.1	3140000	0.5763736263736265	0.18981018981018982
NC_042285.1	3150000	-0.31483516483516505	0.10589410589410589
NC_042285.1	3160000	0.04835164835164818	0.3956043956043956
NC_042285.1	3170000	-0.28076923076923066	0.1008991008991009
NC_042285.1	3180000	-0.42197802197802226	0.05094905094905095
NC_042285.1	3190000	-0.1406593406593406	0.26173826173826176
NC_042285.1	3200000	-0.28186813186813175	0.15384615384615385
NC_042285.1	3210000	-0.12967032967032965	0.3176823176823177
NC_042285.1	3220000	-0.30384615384615365	0.04995004995004995
NC_042285.1	3230000	-0.256043956043956	0.07492507492507493
NC_042285.1	3240000	-0.24285714285714288	0.1068931068931069
NC_042285.1	3250000	-0.174175824175824	0.0899100899100899
NC_042285.1	3260000	-0.1609890109890113	0.1068931068931069
NC_042285.1	3270000	0.12472527472527428	0.23376623376623376
NC_042285.1	3280000	-0.2637362637362637	0.12487512487512488
NC_042285.1	3290000	0.09560439560439526	0.33766233766233766
NC_042285.1	3300000	-0.13406593406593403	0.24875124875124874
NC_042285.1	3310000	-0.24560439560439562	0.1888111888111888
NC_042285.1	3320000	0.24285714285714288	0.1978021978021978
NC_042285.1	3330000	0.1186813186813187	0.1838161838161838
NC_042285.1	3340000	-0.06538461538461537	0.27172827172827174
NC_042285.1	3350000	-0.279120879120879	0.029970029970029972
NC_042285.1	3360000	0.018131868131868067	0.4725274725274725
NC_042285.1	3370000	-0.2164835164835166	0.17882117882117882
NC_042285.1	3380000	0.10109890109890118	0.24875124875124874
NC_042285.1	3390000	0.11428571428571432	0.3516483516483517
NC_042285.1	3400000	-0.10769230769230731	0.34265734265734266
NC_042285.1	3410000	-0.04670329670329698	0.3706293706293706
NC_042285.1	3420000	-0.045604395604395886	0.42657342657342656
NC_042285.1	3430000	0.13516483516483557	0.1978021978021978
NC_042285.1	3440000	-0.38021978021977976	0.03596403596403597
NC_042285.1	3450000	-0.22197802197802163	0.16983016983016982
NC_042285.1	3460000	0.03516483516483504	0.4075924075924076
NC_042285.1	3470000	-0.28296703296703285	0.08791208791208792
NC_042285.1	3480000	-0.08021978021978038	0.2957042957042957
NC_042285.1	3490000	0.3532967032967034	0.15484515484515485
NC_042285.1	3500000	0.020329670329670257	0.4205794205794206
NC_042285.1	3510000	-0.10109890109890118	0.25774225774225773
NC_042285.1	3520000	-0.030769230769231104	0.3836163836163836
NC_042285.1	3530000	-0.09615384615384626	0.2897102897102897
NC_042285.1	3540000	-0.10934065934065962	0.22777222777222778
NC_042285.1	3550000	0.032417582417582747	0.45554445554445555
NC_042285.1	3560000	-0.06263736263736241	0.33766233766233766
NC_042285.1	3570000	0.3313186813186815	0.060939060939060936
NC_042285.1	3580000	-0.023626373626373542	0.43156843156843155
NC_042285.1	3590000	-0.11318681318681323	0.1978021978021978
NC_042285.1	3600000	-0.41593406593406623	0.03796203796203796
NC_042285.1	3610000	0.00659340659340657	0.46853146853146854
NC_042285.1	3620000	-0.22307692307692306	0.029970029970029972
NC_042285.1	3630000	0	1
NC_042285.1	3640000	-0.08186813186813187	0.07192807192807193
NC_042285.1	3650000	0.02087912087912088	0.03396603396603397
NC_042285.1	3660000	-0.4785714285714284	0.015984015984015984
NC_042285.1	3670000	-0.7175824175824177	0.022977022977022976
NC_042285.1	3680000	-0.17857142857142883	0.14885114885114886
NC_042285.1	3690000	-0.12967032967032965	0.18581418581418582
NC_042285.1	3700000	-0.14450549450549444	0.23376623376623376
NC_042285.1	3710000	0.019230769230769162	0.44655344655344653
NC_042285.1	3720000	0.32967032967032983	0.013986013986013986
NC_042285.1	3730000	-0.2994505494505495	0.04395604395604396
NC_042285.1	3740000	-0.10274725274725238	0.3336663336663337
NC_042285.1	3750000	-0.0016483516483516425	0.4935064935064935
NC_042285.1	3760000	0.07087912087912152	0.3876123876123876
NC_042285.1	3770000	0.03296703296703285	0.3996003996003996
NC_042285.1	3780000	-0.2087912087912085	0.16183816183816183
NC_042285.1	3790000	-0.17802197802197828	0.1878121878121878
NC_042285.1	3800000	-0.25934065934065975	0.04495504495504495
NC_042285.1	3810000	-0.2060439560439562	0.10589410589410589
NC_042285.1	3820000	-0.04450549450549435	0.3946053946053946
NC_042285.1	3830000	0.05329670329670311	0.4355644355644356
NC_042285.1	3840000	-0.14780219780219772	0.24575424575424576
NC_042285.1	3850000	0.03956043956043964	0.3986013986013986
NC_042285.1	3860000	-0.11373626373626378	0.32667332667332666
NC_042285.1	3870000	-0.012637362637363037	0.4755244755244755
NC_042285.1	3880000	0.003296703296703285	0.4855144855144855
NC_042285.1	3890000	-0.3302197802197804	0.06593406593406594
NC_042285.1	3900000	0.08076923076923048	0.2937062937062937
NC_042285.1	3910000	0.36263736263736224	0.03396603396603397
NC_042285.1	3920000	-0.012637362637363037	0.47652347652347654
NC_042285.1	3930000	0.2054945054945052	0.23076923076923078
NC_042285.1	3940000	0.06868131868131888	0.3956043956043956
NC_042285.1	3950000	-0.13736263736263732	0.3036963036963037
NC_042285.1	3960000	-0.0890109890109887	0.3206793206793207
NC_042285.1	3970000	-0.058241758241758035	0.3876123876123876
NC_042285.1	3980000	-0.13516483516483513	0.1938061938061938
NC_042285.1	3990000	-0.04065934065934096	0.3006993006993007
NC_042285.1	4000000	-0.0653846153846156	0.34765234765234765
NC_042285.1	4010000	-0.04835164835164818	0.35864135864135865
NC_042285.1	4020000	-0.06868131868131888	0.2777222777222777
NC_042285.1	4030000	0.2543956043956044	0.02097902097902098
NC_042285.1	4040000	-0.11538461538461497	0.2867132867132867
NC_042285.1	4050000	0.07087912087912107	0.2917082917082917
NC_042285.1	4060000	-0.19615384615384612	0.09090909090909091
NC_042285.1	4070000	5.494505494505475e-4	0.4945054945054945
NC_042285.1	4080000	-0.047252747252747085	0.37362637362637363
NC_042285.1	4090000	-0.10549450549450556	0.11788211788211789
NC_042285.1	4100000	-0.06263736263736241	0.34865134865134867
NC_042285.1	4110000	-0.2582417582417582	0.07792207792207792
NC_042285.1	4120000	0.4329670329670332	0.026973026973026972
NC_042285.1	4130000	0.0862637362637364	0.3706293706293706
NC_042285.1	4140000	-0.0659340659340657	0.42157842157842157
NC_042285.1	4150000	-0.30439560439560465	0.030969030969030968
NC_042285.1	4160000	0.10000000000000009	0.34465534465534464
NC_042285.1	4170000	0.10934065934065895	0.34265734265734266
NC_042285.1	4180000	-0.19395604395604416	0.12087912087912088
NC_042285.1	4190000	-0.03076923076923066	0.38461538461538464
NC_042285.1	4200000	-0.3159340659340657	0.07292707292707293
NC_042285.1	4210000	-0.16868131868131897	0.15184815184815184
NC_042285.1	4220000	-0.5560439560439563	0.002997002997002997
NC_042285.1	4230000	0.17307692307692335	0.14785214785214784
NC_042285.1	4240000	0.3560439560439561	0.07292707292707293
NC_042285.1	4250000	-0.25659340659340657	0.11488511488511488
NC_042285.1	4260000	-0.11483516483516487	0.3026973026973027
NC_042285.1	4270000	-0.2478021978021978	0.11288711288711288
NC_042285.1	4280000	-0.036813186813187126	0.4125874125874126
NC_042285.1	4290000	-0.051648351648351465	0.43956043956043955
NC_042285.1	4300000	0.21483516483516496	0.18281718281718282
NC_042285.1	4310000	0.1263736263736268	0.37362637362637363
NC_042285.1	4320000	0.128021978021978	0.3166833166833167
NC_042285.1	4330000	-0.12527472527472527	0.2837162837162837
NC_042285.1	4340000	0.0439560439560438	0.4205794205794206
NC_042285.1	4350000	0.026923076923076827	0.43456543456543456
NC_042285.1	4360000	-0.14725274725274717	0.1998001998001998
NC_042285.1	4370000	0.27967032967032956	0.11488511488511488
NC_042285.1	4380000	0.18241758241758244	0.17182817182817184
NC_042285.1	4390000	0.2362637362637363	0.03196803196803197
NC_042285.1	4400000	0.06263736263736241	0.35064935064935066
NC_042285.1	4410000	-0.23901098901098905	0.10589410589410589
NC_042285.1	4420000	-0.24670329670329672	0.04695304695304695
NC_042285.1	4430000	-0.24450549450549453	0.027972027972027972
NC_042285.1	4440000	-0.8329670329670329	0.03996003996003996
NC_042285.1	4450000	-0.2873626373626377	0.08891108891108891
NC_042285.1	4460000	-0.1093406593406594	0.25874125874125875
NC_042285.1	4470000	-0.15219780219780232	0.12387612387612387
NC_042285.1	4480000	-0.26978021978022015	0.06893106893106893
NC_042285.1	4490000	-0.5104395604395604	0.030969030969030968
NC_042285.1	4500000	-0.12362637362637363	0.24375624375624375
NC_042285.1	4510000	-0.5329670329670328	0.005994005994005994
NC_042285.1	4520000	-0.395604395604396	0.1008991008991009
NC_042285.1	4530000	0.1499999999999999	0.22677322677322678
NC_042285.1	4540000	-0.16703296703296688	0.0989010989010989
NC_042285.1	4550000	-0.3862637362637362	0.030969030969030968
NC_042285.1	4560000	-0.041758241758242054	0.4125874125874126
NC_042285.1	4570000	-0.09065934065934056	0.19480519480519481
NC_042285.1	4580000	-0.46263736263736277	0.023976023976023976
NC_042285.1	4590000	-0.1879120879120879	0.2597402597402597
NC_042285.1	4600000	-0.13681318681318677	0.23476523476523475
NC_042285.1	4610000	-0.20329670329670346	0.08391608391608392
NC_042285.1	4620000	-0.27582417582417573	0.026973026973026972
NC_042285.1	4630000	0.09615384615384626	0.3086913086913087
NC_042285.1	4640000	0.21373626373626387	0.06893106893106893
NC_042285.1	4650000	-0.01098901098901095	0.41858141858141856
NC_042285.1	4660000	0.04340659340659325	0.46853146853146854
NC_042285.1	4670000	-0.04725274725274731	0.3076923076923077
NC_042285.1	4680000	0.07967032967032983	0.35264735264735264
NC_042285.1	4690000	-0.21868131868131857	0.13086913086913088
NC_042285.1	4700000	-0.09285714285714297	0.2757242757242757
NC_042285.1	4710000	0.05769230769230749	0.35364635364635366
NC_042285.1	4720000	0.02912087912087924	0.4045954045954046
NC_042285.1	4730000	-0.045604395604395886	0.3386613386613387
NC_042285.1	4740000	-0.2917582417582416	0.011988011988011988
